id,value
id_206,14.602329288633172
id_207,15.234836901294019
id_208,60.601172702730146
id_209,14.002788591423688
id_210,38.51987973740767
id_211,68.13391334746932
id_212,19.161946545251425
id_213,113.96648885469334
id_214,40.595122171676785
id_215,75.9946531315141
id_216,90.30820848282927
id_217,70.98481568201512
id_218,30.59533241646129
id_219,21.921798928393628
id_220,30.176640084240727
id_221,56.353198044328664
id_222,25.838322146481193
id_223,38.67341793252488
id_224,42.96062291636919
id_225,9.65119799501695
id_226,5.944727766822533
id_227,81.61204075904007
id_228,29.21520178662252
id_229,1.912032570206066
id_230,39.86568882988485
id_231,14.807016866210285
id_232,22.355281395517743
id_233,6.995626380058093
id_234,16.068873735400764
id_235,25.134528446975423
id_236,14.403167145810752
id_237,3.527323341791016
id_238,23.179122676164663
id_239,13.159372376575991
